ObjektNr;BaustKanton;Kurzbeschreibung;BauartCode;Baubeginn;Bauende;GesuchVom;BewilligtAm;BaukostenVon;BaukostenBis;AnzGeb;AnzWhg;AnzEtagen;AnzUG;AnzPP;CRBCode01;CRBCode02;CRBCode03;CRBCode04;CRBCode05;CRBCode06;CRBCode07;CRBCode08;CRBCode09;CRBCode10
99904571;SG;Neubau Doppeleinfamilienhaus mit angebauten Garagen;1;Jan 07;Aug 07;29.08.2006;15.01.2007;0.8;0.8;1;2;2;1;0;14;139;;;;;;;;
99806938;SG;Neubau eines Gemeindesaales mit Kirchgemeinderäumen und Parkplätzen;1; ; ;18.01.2007; ;6.745;6.745;1;0;2;0;100;64;122;152;166;175;;;;;
99864225;SG;Neubau Blockhaus/Waldhütte                       ;1;Jun 07;Mrz 08;31.01.2006;23.01.2007;0.25;0.25;1;0;1;0;0;116;;;;;;;;;
99928250;SG;Neubau Schopf und Einbau Wärmepumpe mit Erdsonde;1; ; ;29.01.2007; ;0.07;0.07;1;0;0;0;0;14;41;;;;;;;;
99928237;SG;Installation Solaranlage;2; ; ;29.01.2007; ;0.07;0.07;0;0;0;0;0;;;;;;;;;;
99928309;SG;Umbau und Erweiterung Bauernhaus mit Büro;2; ; ;29.01.2007; ;0.2;0.2;1;1;1;1;0;14;63;;;;;;;;
99927017;SG;Umbau/Sanierung und Erweiterung Einfamilienhaus;2; ; ;22.01.2007; ;0.25;0.25;1;1;2;0;0;14;;;;;;;;;
99927016;SG;Wohnraumerweiterung, Fassadenrenovation bei Zweifamilienhaus;2; ; ;22.01.2007; ;0.2;0.2;1;1;1;0;0;14;;;;;;;;;
99927012;SG;Ersatz Treppenaufgang/Hangsanierung/Böschungssicherung;1; ; ;22.01.2007; ;0.03;0.03;0;0;0;0;0;14;;;;;;;;;
99927003;SG;Neubau Einfamilienhaus mit Doppelgarage;1; ; ;23.01.2007; ;0.5;0.5;1;1;2;1;0;14;;;;;;;;;
99925726;SG;Anbau Carport mit Einfahrt;2; ; ;15.01.2007; ;0.03;0.03;1;0;0;0;0;174;;;;;;;;;
99924539;SG;Anbau Wintergarten;2;Mrz 07; ;08.01.2007;30.01.2007;0.07;0.07;1;0;0;0;0;171;;;;;;;;;
99923575;SG;Einbau von 3 Dachfenstern bei Einfamilienhaus;3; ; ;03.01.2007; ;0.03;0.03;1;1;0;0;0;14;;;;;;;;;
99923583;SG;Neubau Einfamilienhaus mit integrierter Garage;1; ; ;04.01.2007; ;0.6;0.6;1;1;2;1;0;14;;;;;;;;;
99921129;SG;Neubau Wohn- und Gewerbehaus mit integrierter Garage;1;Mrz 07;Dez 07;12.12.2006;17.01.2007;1.2;1.2;1;1;2;1;4;14;38;;;;;;;;
99921114;SG;Neubau Einfamilienhaus mit angebauter Doppelgarage;1;Feb 07;Aug 07;13.12.2006;29.01.2007;0.6;0.6;1;1;2;1;0;14;139;;;;;;;;
99919252;SG;Erweiterung Restaurant und WC-Anlage         ;2;Dez 06;Feb 07;30.11.2006;03.01.2007;0.05;0.05;1;0;1;0;0;111;;;;;;;;;
99906629;SG;Neubau von 2 Einfamilienhäusern mit integrierten Garagen;1; ; ;14.09.2006;08.01.2007;1.2;1.2;2;2;2;1;0;14;;;;;;;;;
99917824;SG;Erweiterung Einfamilienhaus und Anbau Garage;2;Feb 07;Jun 07;23.11.2006;08.01.2007;0.28;0.28;1;1;1;1;0;14;;;;;;;;;
99917822;SG;Neubau Einfamilienhaus mit angebauter Garage;1;Feb 07;Aug 07;22.11.2006;17.01.2007;0.5;0.5;1;1;2;1;0;14;139;;;;;;;;
99898393;SG;Neubau von Terrassenhäusern mit Tiefgaragen;1;Mai 07;Sep 08;07.08.2006;18.01.2007;9;10;5;15;3;1;0;13;127;131;;;;;;;
99924555;SG;Umbau und Sanierung Pferdestall zu Wohnhaus;3; ; ;08.01.2007; ;0.45;0.45;1;1;2;0;0;14;;;;;;;;;
99924547;SG;Vergrösserung und Einwandung gedeckter Sitzplatz;2; ; ;08.01.2007; ;0.03;0.03;1;0;0;0;0;;;;;;;;;;
99912436;SG;Erweiterung Rindviehlaufstall;2;Feb 07;Jun 07;17.10.2006;17.01.2007;0.2;0.2;1;0;1;0;0;43;;;;;;;;;
99912401;SG;Abbruch/Teilabbruch Scheune/Stall;5; ; ;20.10.2006;17.01.2007;0.02;0.02;1;0;1;0;0;43;;;;;;;;;
99910009;SG;Neubau Rindviehstall mit Jauchegrube;1;Apr 07;Okt 07;04.10.2006;22.01.2007;0.7;0.7;1;0;1;0;0;43;48;;;;;;;;
99912389;SG;Erweiterung eines Bürogebäudes;2;Jan 07;Jun 07;19.10.2006;03.01.2007;0.8;0.8;1;0;2;0;0;64;;;;;;;;;
99908880;SG;Neubau Mehrfamilienhaus mit Tiefgarage;1;Mrz 07;Mrz 08;25.09.2006;15.01.2007;3.1;3.1;1;10;3;1;17;12;131;175;;;;;;;
99846793;SG;Neubau Mehrfamilienhaus mit Tiefgarage;1; ; ;04.09.2006;18.01.2007;3;3;1;3;3;1;3;12;127;131;;;;;;;
99928461;SG;Abbruch Einfamilienhaus mit Arztpraxis;5; ; ;29.01.2007; ;0.05;0.05;1;0;0;0;0;14;82;;;;;;;;
99928424;SG;Dachgeschossausbau bei Zweifamilienhaus;3; ; ;31.01.2007; ;0.15;0.15;1;1;1;0;0;14;;;;;;;;;
99928422;SG;Neubau Wohn- und Gewerbegebäude mit Einstellhalle                       ;1; ; ;29.01.2007; ;4;4;1;10;3;1;6;12;38;131;;;;;;;
99926136;SG;Abbruch Wohn-/Geschäftshaus, Ladengebäude und Scheune/Lager;5; ; ;16.01.2007; ;0.1;0.1;3;0;0;0;0;14;38;43;61;;;;;;
99926265;SG;Neubau von 2 Mehrfamilienhäusern mit Kinderspielplatz                   ;1;Apr 07;Okt 08; ;18.01.2007;8.5;9;2;24;3;1;0;12;127;;;;;;;;
99925703;SG;Neubau Einfamilienhaus mit angebauter Garage;1; ; ;15.01.2007; ;0.6;0.6;1;1;2;1;0;14;139;;;;;;;;
99925738;SG;Balkonverglasung;3; ; ;15.01.2007; ;0.03;0.03;0;0;0;0;0;;;;;;;;;;
99925737;SG;Balkonverglasung;3; ; ;15.01.2007; ;0.03;0.03;0;0;0;0;0;;;;;;;;;;
99925733;SG;Neubau Geschäftshaus mit Tiefgarage und Parkplätzen;1; ; ;18.01.2007; ;22;22;1;0;4;2;50;38;64;82;111;131;175;;;;
99925731;SG;Neubau Lagergebäude;1; ; ;15.01.2007; ;0.06;0.06;1;0;1;0;0;39;;;;;;;;;
99925727;SG;Neubau Wohn- und Geschäftshaus;1; ; ;16.01.2007; ;3.8;3.8;1;4;4;1;10;12;61;175;;;;;;;
99925723;SG;Neubau Einfamilienhaus mit Autounterstand;1; ; ;17.01.2007; ;0.7;0.7;1;1;2;1;0;14;174;;;;;;;;
99928310;SG;Einbau von Wohnungen und Dachgauben im Dachgeschoss bei Mehrfamilienhaus;3; ; ;29.01.2007; ;0.5;0.5;1;2;1;0;0;14;;;;;;;;;
99928307;SG;Umbau Holzlager;3; ; ;29.01.2007; ;0.15;0.2;1;0;1;0;0;31;;;;;;;;;
99928303;SG;Abbruch Einfamilienhaus;5; ; ;29.01.2007; ;0.03;0.03;1;0;0;0;0;14;;;;;;;;;
99928299;SG;Erneuerung Ladeneingang;3; ; ;29.01.2007; ;0.1;0.1;1;0;1;0;0;61;;;;;;;;;
99928295;SG;Neubau Einfamilienhaus und Sammelgarage;1; ; ;29.01.2007; ;0.6;0.6;1;1;2;1;0;14;139;;;;;;;;
99927013;SG;Neubau Gartenhaus;1; ; ;22.01.2007; ;0.03;0.03;1;0;0;0;0;172;;;;;;;;;
99927009;SG;Neubau Einfamilienhaus mit angebautem Autounterstand;1; ; ;23.01.2007; ;0.5;0.5;1;1;2;1;0;14;174;;;;;;;;
99927004;SG;Umbau und Erweiterung Fabrikationsgebäude                               ;2; ; ;22.01.2007; ;3;3;1;0;2;0;0;37;64;113;122;;;;;;
99924503;SG;Neubau Clubhaus;1; ; ;08.01.2007; ;0.4;0.4;1;0;1;0;0;111;116;122;;;;;;;
99923585;SG;Sitzplatzverglasung;2; ; ;03.01.2007; ;0.1;0.1;1;3;0;0;0;;;;;;;;;;
99923581;SG;Einbau Laden und Lager;3; ; ;04.01.2007; ;0.05;0.05;1;0;2;0;0;39;61;;;;;;;;
99923580;SG;Abbruch eines Reihenhauses                       ;5; ; ;04.01.2007; ;0.08;0.08;1;3;0;0;0;19;;;;;;;;;
99923577;SG;Neubau von 4 Einfamilienhäusern mit Tiefgarage;1; ; ;03.01.2007; ;3.2;3.2;4;4;2;1;0;14;131;;;;;;;;
99919260;SG;Neubau Einfamilienhaus mit integrierter Garage;1;Jan 07;Jul 07;28.11.2006;23.01.2007;1.37;1.37;1;1;2;1;0;14;;;;;;;;;
99922568;SG;Neubau Doppeleinfamilienhaus mit Autounterständen;1; ; ;20.12.2006;24.01.2007;0.8;0.8;1;2;2;1;0;14;174;;;;;;;;
99922478;SG;Neubau eines Produktionsbetriebes/Werk 2 mit Büros und Parkplätzen;1; ; ;03.01.2007; ;150;150;1;0;3;1;150;37;64;175;;;;;;;
99919259;SG;Neubau Einfamilienhaus mit angebauter Garage;1;Mai 07;Dez 07;30.11.2006;04.01.2007;0.7;0.7;1;1;2;0;0;14;139;;;;;;;;
99920293;SG;Abbruch eines Einfamilienhauses;5;Feb 07; ;04.12.2006;08.01.2007;0.03;0.03;1;1;0;0;0;14;;;;;;;;;
99923754;SG;Abbruch Alpstall;5; ; ;04.01.2007; ;0.02;0.02;1;0;0;0;0;43;;;;;;;;;
99923560;SG;Neubau Rindviehstall und Melkstand/Milchraumgebäude;1; ; ;04.01.2007; ;0.7;0.7;2;0;1;0;0;43;;;;;;;;;
99927032;SG;Umbau und Erweiterung Einfamilienhaus, Neubau Swimmingpool und Carport  ;2; ; ;24.01.2007; ;0.5;0.5;1;1;2;0;0;14;173;174;;;;;;;
99927002;SG;Anbau Lager;2; ; ;22.01.2007; ;2;2;1;0;1;0;0;31;;;;;;;;;
99927011;SG;Neubau Garage;1; ; ;22.01.2007; ;0.03;0.03;1;0;0;0;0;139;;;;;;;;;
99885514;SG;Neubau Gewerbe- und Mehrfamilienhaus mit Einstellhalle;1; ; ;09.01.2007; ;43;43;1;88;7;2;0;12;38;127;131;;;;;;
99911362;SG;Neubau Einfamilienhaus mit integrierter Garage;1;Apr 07;Okt 07;10.10.2006;29.01.2007;0.65;0.65;1;1;2;1;0;14;;;;;;;;;
99911354;SG;Neubau Einfamilienhaus mit integrierter Garage;1;Apr 07;Okt 07;10.10.2006;29.01.2007;0.75;0.75;1;1;2;1;0;14;;;;;;;;;
99917813;SG;Neubau Einfamilienhaus mit angebauter Garage;1;Mrz 07;Okt 07;21.11.2006;24.01.2007;0.6;0.6;1;1;2;1;0;14;139;;;;;;;;
99924552;SG;Erweiterung Parkplatz;2; ; ;11.01.2007; ;0.15;0.15;0;0;0;0;16;175;;;;;;;;;
99924545;SG;Anbau Doppelgarage;2; ; ;08.01.2007; ;0.06;0.06;1;0;0;0;0;139;;;;;;;;;
99915537;SG;Neubau Wohnhaus         ;1; ; ;07.11.2006;17.01.2007;0.6;0.6;1;2;2;1;0;14;;;;;;;;;
99916025;SG;Abbruch eines Einfamilienhauses;5; ; ;07.11.2006;17.01.2007;0.03;0.03;1;0;0;0;0;14;;;;;;;;;
99877828;SG;Neubau Mehrfamilienhaus mit Tiefgarage;1; ; ;10.04.2006;29.01.2007;2;2;1;4;2;1;0;12;131;;;;;;;;
99927015;SG;Anbau Garage und Trafostation;2; ; ;22.01.2007; ;0.16;0.16;1;0;0;0;0;139;651;;;;;;;;
99927007;SG;Neubau Doppeleinfamilienhaus mit integrierten Garagen;1; ; ;22.01.2007; ;0.8;0.8;1;2;2;1;0;14;;;;;;;;;
99927035;SG;Neubau Einfamilienhaus mit angebauter Garage;1; ; ;24.01.2007; ;0.6;0.6;1;1;1;0;0;14;139;;;;;;;;
99924531;SG;Umbau Anbindestall in Laufstall/Neubau Liegehütte;2; ; ;10.01.2007; ;0.3;0.3;1;0;1;0;0;43;;;;;;;;;
99923579;SG;Neubau Alpstall und Jauchegrube;1; ; ;04.01.2007; ;0.2;0.2;1;0;1;0;0;43;48;;;;;;;;
99923568;SG;Einbau Praxis, Garage bei Scheune, Neubau Scheune;1; ; ;04.01.2007; ;0.3;0.3;1;1;2;0;0;43;63;82;;;;;;;
99919869;SG;Neubau Einfamilienhaus mit integrierter Garage;1;Feb 07;Aug 07;04.12.2006;08.01.2007;0.62;0.62;1;1;2;1;0;14;;;;;;;;;
99921796;SH;Neubau Einfamilienhaus mit Büro, Atelier und angebaute Doppelgarage     ;1;Jan 07;Jul 07;21.12.2006;22.01.2007;0.6;0.6;1;1;1;1;0;14;64;139;;;;;;;
99916285;SH;Anbau Einstellraum;2; ; ;13.11.2006;22.01.2007;0.2;0.2;1;0;1;0;0;59;;;;;;;;;
99915228;SH;Umbau und Sanierung Oekonomiegebäude mit Einbau Zimmer, NB Laufstall    ;3; ; ;08.11.2006;10.01.2007;0.25;0.25;2;1;1;0;0;14;41;43;;;;;;;
99912167;SH;Erstellung von Abstellplätzen sowie offenes Aussenlager;2; ; ;16.10.2006;10.01.2007;0.2;0.2;0;0;0;0;25;175;314;;;;;;;;
99927873;SH;Fensteröffnung und Balkongeländer bei Einfamilienhaus;3; ; ;29.01.2007; ;0.03;0.03;1;1;0;0;0;14;;;;;;;;;
99927858;SH;Sanierung Einfamilienhaus, Verglasung der Eingangspartie;3; ; ;29.01.2007; ;0.05;0.05;1;1;0;0;0;14;;;;;;;;;
99925168;SH;Neubau Legehennen- und Rindviehstall mit Jauichesilo und Remise         ;1; ; ;15.01.2007; ;0.5;0.5;1;0;0;0;0;41;43;48;;;;;;;
99923020;SH;Einbau Schwedenofen mit Aussenkamin beim alten Schulhaus;3; ; ;03.01.2007; ;0.03;0.03;1;1;0;0;0;14;;;;;;;;;
99923023;SH;Neubau Fertigarage als Materialraum;1; ; ;03.01.2007; ;0.03;0.03;1;0;0;0;0;139;;;;;;;;;
99923026;SH;Neubau Doppeleinfamilienhäuser mit integrierten Garagen und Carports;1; ; ;03.01.2007; ;2.76;2.76;3;6;2;1;0;14;174;;;;;;;;
99923027;SH;Erweiterung Einfamilienhaus mit integrierter Doppelgarage               ;2; ; ;05.01.2007; ;0.15;0.15;1;1;0;0;0;14;;;;;;;;;
99927903;SH;Neubau Schwimmbad;1; ; ;29.01.2007; ;0.07;0.07;0;0;0;0;0;173;;;;;;;;;
99906703;SH;Umbau und Sanierung Badi;1;Dez 06;Apr 07;13.09.2006;10.01.2007;0.45;0.45;1;0;1;0;0;61;111;123;;;;;;;
99909800;SH;Neubau Einfamilienhaus mit Doppelgarage                      ;1;Mrz 07;Nov 07;03.10.2006;29.01.2007;0.5;0.5;1;1;2;1;0;14;173;;;;;;;;
99927909;SH;Anbau Vordach, Wintergarten und Aussentreppe bei Einfamilienhaus;2; ; ;30.01.2007; ;0.12;0.12;1;1;0;0;0;14;171;;;;;;;;
99927906;SH;Umbau Einfamilienhaus und Anbau Garage;2; ; ;29.01.2007; ;0.06;0.06;1;1;0;0;0;14;139;;;;;;;;
99925155;SH;Neubau Einfamilienhaus mit angebauter Garage;1; ; ;17.01.2007; ;0.5;0.5;1;1;2;0;0;14;139;;;;;;;;
99925166;SH;Neubau von 2 Fahrsilos;1; ; ;16.01.2007; ;0.05;0.05;0;0;0;0;0;34;;;;;;;;;
99925156;SH;Neubau Antennenanlage;1; ; ;16.01.2007; ;0.07;0.07;0;0;0;0;0;631;;;;;;;;;
99923948;SH;Neubau Einfamilienhaus mit Doppelgarage;1; ; ;15.01.2007; ;0.5;0.5;1;1;0;1;0;14;139;;;;;;;;
99923028;SH;Erweiterung Einfamilienhaus mit Anbau Kaminanlage;2; ; ;10.01.2007; ;0.07;0.07;1;1;0;0;1;14;;;;;;;;;
99923022;SH;Einbau Schnitzelheizung und Schnitzelraum bei Betriebsgebäude;3; ; ;03.01.2007; ;0.1;0.1;1;0;0;0;0;38;;;;;;;;;
99923021;SH;Neubau Reiheneinfamilienhäuser mit Garagen                       ;1; ; ;03.01.2007; ;2.5;2.5;1;5;0;1;5;19;139;;;;;;;;
99919628;SH;Anbau Zimmer bei Einfamilienhaus;2; ; ;04.12.2006;18.01.2007;0.09;0.09;1;1;1;0;0;14;;;;;;;;;
99918451;SH;Teil-Ausdohlung des Klusbaches                          ;3; ; ;27.11.2006;29.01.2007;0.03;0.03;0;0;0;0;0;462;;;;;;;;;
99913100;SH;Neubau 16 Einfamilienhäuser mit Einstellhalle;1; ; ;23.10.2006;18.01.2007;8;8;16;16;0;1;0;14;127;131;;;;;;;
99915227;SH;Neubau Einfamilienhaus mit integrierter Garage;1;Feb 07;Aug 07;06.11.2006;03.01.2007;0.45;0.45;1;1;2;1;0;14;;;;;;;;;
99915226;SH;Umbau Wohn- und Geschäftshaus in Wohnheim für begleitetes Wohnen;3;Mai 07;Jun 07;06.11.2006;10.01.2007;0.1;0.1;1;4;0;0;0;12;;;;;;;;;
99915224;SH;Neubau Einfamilienhaus mit int. Doppelgarage                      ;1;Mai 07; ;06.11.2006;10.01.2007;1.7;1.7;1;1;2;0;0;14;;;;;;;;;
99927829;SH;Neubau Einfamilienhaus mit int. Doppelgarage                          ;1; ; ;30.01.2007; ;0.64;0.64;1;1;2;1;0;14;;;;;;;;;
99927844;SH;Anbau Wintergarten und Einbau Dachflächenfenster bei Einfamilienhaus    ;2; ; ;29.01.2007; ;0.07;0.07;1;0;0;0;0;171;;;;;;;;;
99927842;SH;Anbau Balkone an Zweifamilienhaus;2; ; ;29.01.2007; ;0.03;0.03;1;2;0;0;0;;;;;;;;;;
99927839;SH;Anbau Hobbyraum an Einfamilienhaus;2; ; ;29.01.2007; ;0.25;0.25;1;1;0;1;0;39;;;;;;;;;
99926441;SH;Neubau Mehrfamilienhaus mit Einstellhalle;1; ; ;22.01.2007; ;2.6;2.6;1;7;4;1;0;12;131;;;;;;;;
99925163;SH;Umbau und Erweiterung EFH für Einliegerwohnung, Neubau Carport;2; ; ;15.01.2007; ;0.1;0.1;1;1;1;0;0;14;174;;;;;;;;
99925161;SH;Neubau Einfamilienhaus mit Carport;1; ; ;19.01.2007; ;0.5;0.5;1;1;0;1;0;14;174;;;;;;;;
99925159;SH;Neubau Einfamilienhaus mit Carport;1; ; ;15.01.2007; ;0.6;0.6;1;1;2;1;0;14;174;;;;;;;;
99925152;SH;Abbruch Einfamilienhaus;5; ; ;15.01.2007; ;0.03;0.03;1;1;0;0;0;14;;;;;;;;;
99925151;SH;Neubau Doppeleinfamilienhaus mit 4 Carports;1; ; ;15.01.2007; ;1;1;1;2;0;1;0;14;174;;;;;;;;
99911043;SH;Umbau und Sanierung eines Einfamilienhaus, Neubau Garage;3;Jan 07;Jun 07;09.10.2006;10.01.2007;0.3;0.3;1;1;0;0;0;14;139;;;;;;;;
99901890;SH;Neubau eines Mehrfamilienhauses mit Einstellhalle                       ;1; ; ;14.08.2006;22.01.2007;7;7;1;14;4;1;0;12;127;131;;;;;;;
99917459;SH;Dachausbau bei Wohn- und Geschäftshaus;3; ; ;21.11.2006;03.01.2007;0.32;0.32;1;1;1;0;0;14;;;;;;;;;
99917455;SH;Umbau Mehrfamilienhaus, Anbau Balkon                       ;3;Jan 07; ;21.11.2006;10.01.2007;0.24;0.24;1;3;0;0;0;12;;;;;;;;;
99907393;SH;Neubau Autowasch-Anlage;1;Feb 07; ;19.09.2006;17.01.2007;0.16;0.16;1;0;1;0;0;59;;;;;;;;;
99927850;SH;Abbruch Bauernhaus mit Garage;5; ; ;29.01.2007; ;0.03;0.03;1;0;0;0;0;14;139;;;;;;;;
99927847;SH;Umbau Dachgeschosses bei Bürogebäude;3; ; ;29.01.2007; ;0.2;0.2;1;0;1;0;0;64;;;;;;;;;
99927845;SH;Umbau Ladenlokal;3; ; ;30.01.2007; ;0.15;0.15;1;0;1;0;0;61;;;;;;;;;
99923854;SH;Anbau eines Unterstandes;2; ; ;10.01.2007; ;0.03;0.03;1;0;0;0;0;174;;;;;;;;;
99923019;SH;Neubau Antennenanlage;1; ; ;02.01.2007; ;0.07;0.07;0;0;0;0;0;631;;;;;;;;;
99923018;SH;Neubau Doppeleinfamilienhäuser mit je zwei Garagen;1; ; ;03.01.2007; ;4;4;4;8;2;1;0;14;139;;;;;;;;
99923016;SH;Geländeabsenkung, Neubau Damm und Materialboxen                         ;2; ; ;04.01.2007; ;0.09;0.09;0;0;0;0;0;462;;;;;;;;;
99919638;SH;Neubau Einfamilienhaus mit Garage und Carport                           ;1;Mrz 07;Aug 07;07.12.2006;22.01.2007;0.5;0.5;1;1;2;1;0;14;139;174;;;;;;;
99919633;SH;Abbruch Clubhaus und Tennsiplätze 1 bis 4;5; ; ;04.12.2006;29.01.2007;0.05;0.05;1;0;0;0;0;116;121;;;;;;;;
99919630;SH;Umbau und Sanierung Altstadthaus mit Atelier;3; ; ;04.12.2006;22.01.2007;0.8;0.8;1;1;0;0;0;14;39;;;;;;;;
99923852;SH;Neubau Einfamilienhaus mit Carport;1; ; ;08.01.2007; ;0.6;0.6;1;1;2;1;0;14;174;;;;;;;;
99913108;SH;Neubau Schweinestall mit zwei Futtersilo;1; ; ;26.10.2006;18.01.2007;0.29;0.29;1;0;1;0;0;34;43;;;;;;;;
99927896;SH;Dachsanierung bei Einfamilienhaus;3; ; ;29.01.2007; ;0.05;0.05;1;1;0;0;0;14;;;;;;;;;
99926448;SH;Neubau Geräteunterstand;1; ; ;23.01.2007; ;0.03;0.03;1;0;0;0;0;39;;;;;;;;;
99925164;SH;Anbau Balkon;2; ; ;16.01.2007; ;0.03;0.03;1;0;0;0;0;;;;;;;;;;
99923949;SH;Neubau Einfamilienhaus mit Doppelgarage, Sitzplatz und Sonnenkollektoren;1; ; ;11.01.2007; ;0.6;0.6;1;1;2;1;0;14;139;;;;;;;;
99925154;SH;Aufbau Schleppgaube bei Einfamilienhaus;3; ; ;15.01.2007; ;0.03;0.03;1;1;0;0;0;14;;;;;;;;;
99927854;SH;Neubau Einfamilienhaus mit angebauter Garage inkl. Werkstatt;1; ; ;29.01.2007; ;0.55;0.55;1;1;0;1;0;14;39;139;174;;;;;;
99926446;SH;Neubau Wursterei mit Rauchkammer und Lager;1; ; ;22.01.2007; ;0.1;0.1;1;0;2;0;0;38;;;;;;;;;
99925157;SH;Abbruch Werkscheune;5; ; ;15.01.2007; ;0.03;0.03;1;0;0;0;0;41;;;;;;;;;
99919644;SH;Erweiterung Büroraum im Dachgeschoss;3; ; ;07.12.2006;22.01.2007;0.18;0.18;1;0;1;0;0;65;;;;;;;;;
99923031;SH;Neubau Einfamilienhaus mit angebauter Garage;1; ; ;03.01.2007; ;0.58;0.58;1;1;2;1;0;14;139;;;;;;;;
99926442;SH;Umbau Scheune;3; ; ;22.01.2007; ;0.05;0.05;1;0;0;0;0;43;;;;;;;;;
99923851;SH;Neubau Garage;1; ; ;10.01.2007; ;0.03;0.03;1;0;0;0;0;139;;;;;;;;;
99919931;SO;Anbau eines Wintergartens;2;Jan 07; ;04.12.2006;03.01.2007;0.07;0.07;1;0;0;0;0;171;;;;;;;;;
99924395;SO;Aufbau eines Sägeraumes;2; ; ;10.01.2007; ;0.5;0.5;1;0;1;0;0;38;;;;;;;;;
99926859;SO;Neubau Zweifamilienhaus mit Garagentrakt, Büro und Bassin;1; ; ;23.01.2007; ;0.9;0.9;1;2;2;1;0;14;63;139;173;;;;;;
99926861;SO;Neubau eines Logistikzentrums mit Einstellhalle;1; ; ;25.01.2007; ;40;40;3;0;0;0;0;35;64;131;;;;;;;
99926865;SO;Neubau von zwei Mehrfamilienhäusern mit Einstellhalle;1; ; ;23.01.2007; ;2.5;2.5;2;10;3;1;7;12;131;;;;;;;;
99928220;SO;Neubau Einfamilienhaus mit Carport und Therapieraum;1; ; ;30.01.2007; ;0.55;0.55;1;1;2;1;0;14;82;174;;;;;;;
99916763;SO;Neubau Lidl-Laden und Parkplätze;1; ; ;13.11.2006;18.01.2007;1.5;1.5;1;0;1;0;79;61;175;;;;;;;;
99916762;SO;Neubau einer Reparatur-Werkstätte mit Büro, Kantine und Parkplätzen     ;1;Feb 07;Aug 07;16.11.2006;17.01.2007;3;3;1;0;1;0;20;37;64;113;175;;;;;;
99917943;SO;Neubau Einfamilienhaus mit Autounterstand         ;1;Dez 06;Jun 07;20.11.2006;03.01.2007;0.5;0.5;1;1;2;1;0;14;174;;;;;;;;
99917942;SO;Anbau und Umbau Jungviehstall und Neubau Futtersilo         ;2;Jan 07;Mai 07;21.11.2006;03.01.2007;0.065;0.065;2;0;0;0;0;34;43;;;;;;;;
99918950;SO;Anbau einer Wohnung bei Bauernhaus;2; ; ;27.11.2006;24.01.2007;0.16;0.16;1;1;2;0;0;14;;;;;;;;;
99918948;SO;Umbau/Sanierung und Erweiterung eines Einfamilienhauses;2;Jun 07; ;27.11.2006;04.01.2007;0.28;0.28;1;1;2;0;0;14;;;;;;;;;
99915699;SO;Ausbau Dachgeschoss bei Einfamilienhaus;3; ; ;07.11.2006;25.01.2007;0.35;0.4;1;1;1;0;0;14;;;;;;;;;
99928192;SO;Neubau Einfamilienhaus mit Carport;1; ; ;30.01.2007; ;0.65;0.65;1;1;2;1;0;14;174;;;;;;;;
99928191;SO;Abbruch Einfamilienhaus und gedeckter Sitzplatz;5; ; ;31.01.2007; ;0.05;0.05;1;1;0;0;0;14;;;;;;;;;
99928190;SO;Neubau Swimmingpool, Gartenhalle/Wintergarten und Doppelgarage          ;1; ; ;31.01.2007; ;0.15;0.15;1;0;0;0;0;139;171;173;;;;;;;
99928221;SO;Neubau eines überdeckten Veloständers bei der Kirche;1; ; ;31.01.2007; ;0.03;0.03;1;0;0;0;0;174;;;;;;;;;
99917003;SO;Abbruch Tankstelle;5; ; ;13.11.2006;18.01.2007;0.05;0.05;0;0;0;0;0;54;;;;;;;;;
99925635;SO;Anbau Bürogebäude                       ;2; ; ;17.01.2007; ;0.09;0.09;1;0;1;0;0;64;;;;;;;;;
99925634;SO;Sanierung und Erneuerung Abstellraum;3; ; ;18.01.2007; ;0.04;0.04;1;0;1;0;0;39;;;;;;;;;
99925633;SO;Aufstockung eines Bürogebäudes;2; ; ;17.01.2007; ;0.45;0.45;1;0;1;0;0;64;;;;;;;;;
99925630;SO;Neubau eines Doppeleinfamilienhauses mit integrierter Garage;1; ; ;16.01.2007; ;0.9;0.9;1;2;2;1;0;14;;;;;;;;;
99925629;SO;Wiederaufbau Zweifamilienhaus mit integrierten Garagen;1; ; ;18.01.2007; ;1.4;1.4;1;2;3;0;0;14;;;;;;;;;
99925628;SO;Umbau Einfamilienhaus und Anbau Autounterstand;3; ; ;17.01.2007; ;0.25;0.25;1;1;0;0;0;14;174;;;;;;;;
99925627;SO;Umgebungsgestaltung Schulhaus Kleinfeld;3; ; ;17.01.2007; ;0.35;0.35;0;0;0;0;0;127;;;;;;;;;
99925626;SO;Ausbau Dachgeschoss bei Einfamilienhaus;3; ; ;18.01.2007; ;0.1;0.1;1;1;1;0;0;14;;;;;;;;;
99928219;SO;Wohnraumerweiterung mit Unterkellerung bei Einfamilienhaus;2; ; ;31.01.2007; ;0.15;0.15;1;1;1;1;0;14;;;;;;;;;
99926864;SO;Abbruch von bestehenden Gewerbegebäuden;5; ; ;23.01.2007; ;0.05;0.05;1;0;0;0;0;38;;;;;;;;;
99926860;SO;Ausbau Estrich mit Einbau von 5 Dachfenstern bei Einfamilienhaus        ;3; ; ;23.01.2007; ;0.05;0.05;1;1;1;0;0;14;;;;;;;;;
